participant.id_in_session,participant.code,participant.payoff,player.id_in_group,player.answer,player.reason,player.certainty,player.payoff,group.id_in_subsession,group.question_number,group.question_round,group.start_round_for_question,group.end_round_for_question,group.question_type,group.question_name,group.correct_answer,group.average,group.best_answer,subsession.round_number
9,z5i2sd4h,11,4,NaN,666,,0,3,11,2,31,33,objective_subjective,Picnic,,154.8,,32
10,58jd0wja,10.5,5,27,,,0,3,11,2,31,33,objective_subjective,Picnic,,154.8,,32
11,hi0514hp,9.5,2,21,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
12,tiz3qse6,13.5,1,22,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
13,7ddvv1y8,19,1,40,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
14,c1m77a16,13.5,4,24,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
15,81zmzsqk,14,5,0,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
16,420yijoy,4,3,55,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
17,103s11he,11,3,25,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
18,t8hw0qs5,12.5,5,26,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
19,at4i1bkp,12,2,35,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
20,o7kn0d5q,11,4,10,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
21,ium8u4yn,13.5,1,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
22,uzg56stl,14,2,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
23,jliixcgf,4.5,4,18,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
24,m8vk9e2o,16,5,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
25,5551u6hb,12,3,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
1,6lamhe53,13,1,60,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
2,o94nz35c,13.5,3,50,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
3,4iblv6uf,7.5,2,15,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
4,445x4xqn,13,4,85,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
5,hgesum5h,10.5,1,26,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
6,fwo1nm5j,13,5,74.1,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
7,cfshrnv2,15.5,3,35,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
8,qck7b3d8,12.5,2,20,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
9,z5i2sd4h,11,4,25,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
10,58jd0wja,10.5,5,27,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
11,hi0514hp,9.5,2,22,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
12,tiz3qse6,13.5,1,22,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
13,7ddvv1y8,19,1,40,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
14,c1m77a16,13.5,4,24,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
15,81zmzsqk,14,5,50,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
16,420yijoy,4,3,5,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
17,103s11he,11,3,25,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
18,t8hw0qs5,12.5,5,26,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
19,at4i1bkp,12,2,35,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
20,o7kn0d5q,11,4,3.14159265,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
21,ium8u4yn,13.5,1,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
22,uzg56stl,14,2,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
23,jliixcgf,4.5,4,18,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
24,m8vk9e2o,16,5,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
25,5551u6hb,12,3,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
