"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Paying non-submitted hits","UPDATE-Paying non-submitted hits","CURRENT-CIBS_WoT_dots_4","UPDATE-CIBS_WoT_dots_4","CURRENT-CIBS_WoT_dots_3","UPDATE-CIBS_WoT_dots_3","CURRENT-CIBS_WoT_dots_2","UPDATE-CIBS_WoT_dots_2","CURRENT-CIBS_WoT_dots_1","UPDATE-CIBS_WoT_dots_1","CURRENT-CIBS_WoT_01_test","UPDATE-CIBS_WoT_01_test","CURRENT-CIBSGOR420180118","UPDATE-CIBSGOR420180118","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"ACI1OFQTEMUV0","https://master-requester.mturk.com/workers/ACI1OFQTEMUV0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACI8PUCF5OPDC","https://master-requester.mturk.com/workers/ACI8PUCF5OPDC","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"ACIZKR30ALBE5","https://master-requester.mturk.com/workers/ACIZKR30ALBE5","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"ACJACNSX9YZD0","https://master-requester.mturk.com/workers/ACJACNSX9YZD0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACJK1CSODSI6N","https://master-requester.mturk.com/workers/ACJK1CSODSI6N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACJQN3V6AJAVQ","https://master-requester.mturk.com/workers/ACJQN3V6AJAVQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACK1HEO9MGFQL","https://master-requester.mturk.com/workers/ACK1HEO9MGFQL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACKK3T1M48TR0","https://master-requester.mturk.com/workers/ACKK3T1M48TR0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACLU8PB4X2GJT","https://master-requester.mturk.com/workers/ACLU8PB4X2GJT","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ACM3TPZKLE7WC","https://master-requester.mturk.com/workers/ACM3TPZKLE7WC","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"ACM5LQR6AU9LD","https://master-requester.mturk.com/workers/ACM5LQR6AU9LD","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"ACN0C9HPYDTED","https://master-requester.mturk.com/workers/ACN0C9HPYDTED","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACN8N7V5QNSSS","https://master-requester.mturk.com/workers/ACN8N7V5QNSSS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"ACNHKXWKZRUZ5","https://master-requester.mturk.com/workers/ACNHKXWKZRUZ5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","1","","Never Blocked","",""
"ACOA638F4IRRH","https://master-requester.mturk.com/workers/ACOA638F4IRRH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACP3L9X63GBRK","https://master-requester.mturk.com/workers/ACP3L9X63GBRK","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"ACPPDCPCMK4EJ","https://master-requester.mturk.com/workers/ACPPDCPCMK4EJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACPQ7NNM1NK3G","https://master-requester.mturk.com/workers/ACPQ7NNM1NK3G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACQ0GCZ4D9YHJ","https://master-requester.mturk.com/workers/ACQ0GCZ4D9YHJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","","","1","","","","Never Blocked","",""
"ACQBYKUE39OUT","https://master-requester.mturk.com/workers/ACQBYKUE39OUT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ACRGYG82LFYTU","https://master-requester.mturk.com/workers/ACRGYG82LFYTU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ACRTRQ23XH20E","https://master-requester.mturk.com/workers/ACRTRQ23XH20E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACRXRIFSOMY4I","https://master-requester.mturk.com/workers/ACRXRIFSOMY4I","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ACSCULTU3E0TO","https://master-requester.mturk.com/workers/ACSCULTU3E0TO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"ACSFNLK07LJ2P","https://master-requester.mturk.com/workers/ACSFNLK07LJ2P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"ACSL4C87IZM5H","https://master-requester.mturk.com/workers/ACSL4C87IZM5H","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"ACTA6XH1P94UR","https://master-requester.mturk.com/workers/ACTA6XH1P94UR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACTCV1J7817FG","https://master-requester.mturk.com/workers/ACTCV1J7817FG","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ACTF0A4SXCOJB","https://master-requester.mturk.com/workers/ACTF0A4SXCOJB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACTJUXI1HIP1L","https://master-requester.mturk.com/workers/ACTJUXI1HIP1L","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACU8RTAZQU1GP","https://master-requester.mturk.com/workers/ACU8RTAZQU1GP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","1","","","","Never Blocked","",""
"ACVEFRSUAPSEQ","https://master-requester.mturk.com/workers/ACVEFRSUAPSEQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACVIK452U4DE","https://master-requester.mturk.com/workers/ACVIK452U4DE","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"ACX6PW2PNRT2C","https://master-requester.mturk.com/workers/ACX6PW2PNRT2C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ACXUUWF75RR6C","https://master-requester.mturk.com/workers/ACXUUWF75RR6C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ACY779VO92XNJ","https://master-requester.mturk.com/workers/ACY779VO92XNJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ACYBU0ZVZ49F4","https://master-requester.mturk.com/workers/ACYBU0ZVZ49F4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ACZPNPSA47Q23","https://master-requester.mturk.com/workers/ACZPNPSA47Q23","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","1","","","","Never Blocked","",""
"AD10SCMLURSIJ","https://master-requester.mturk.com/workers/AD10SCMLURSIJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"AD14EQ9O9JKRI","https://master-requester.mturk.com/workers/AD14EQ9O9JKRI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"AD18VNIK3CEWQ","https://master-requester.mturk.com/workers/AD18VNIK3CEWQ","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"AD1ILDUXZHASF","https://master-requester.mturk.com/workers/AD1ILDUXZHASF","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"AD25TF7DVQ84C","https://master-requester.mturk.com/workers/AD25TF7DVQ84C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AD368A1RHHRC3","https://master-requester.mturk.com/workers/AD368A1RHHRC3","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","1","","","","Never Blocked","",""
"AD3CJWU6QMX1P","https://master-requester.mturk.com/workers/AD3CJWU6QMX1P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AD3JPXO1FMTYA","https://master-requester.mturk.com/workers/AD3JPXO1FMTYA","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"AD3ZSVTCXP0Y5","https://master-requester.mturk.com/workers/AD3ZSVTCXP0Y5","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"AD62CGC0SX7H7","https://master-requester.mturk.com/workers/AD62CGC0SX7H7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"AD6BM44M51JKD","https://master-requester.mturk.com/workers/AD6BM44M51JKD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AD70PPBAJSCPV","https://master-requester.mturk.com/workers/AD70PPBAJSCPV","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","1","","","","Never Blocked","",""
"AD7UB9OHVLMNK","https://master-requester.mturk.com/workers/AD7UB9OHVLMNK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","1","","","","Never Blocked","",""
"AD7XOAACNI0T7","https://master-requester.mturk.com/workers/AD7XOAACNI0T7","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","1","","","","Never Blocked","",""
"AD859QZY9X31X","https://master-requester.mturk.com/workers/AD859QZY9X31X","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"AD86UQ62HUAJN","https://master-requester.mturk.com/workers/AD86UQ62HUAJN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"AD88B3HEDVS19","https://master-requester.mturk.com/workers/AD88B3HEDVS19","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AD8MTB9V5VC9R","https://master-requester.mturk.com/workers/AD8MTB9V5VC9R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"AD8N8D54870VO","https://master-requester.mturk.com/workers/AD8N8D54870VO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AD8O93V8EOZYF","https://master-requester.mturk.com/workers/AD8O93V8EOZYF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"AD8YA30NOIQAO","https://master-requester.mturk.com/workers/AD8YA30NOIQAO","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AD9MA75D5X4GK","https://master-requester.mturk.com/workers/AD9MA75D5X4GK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADC4VXNQJ9FEW","https://master-requester.mturk.com/workers/ADC4VXNQJ9FEW","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"ADDRUVU9CWJTG","https://master-requester.mturk.com/workers/ADDRUVU9CWJTG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADDXPFJWZSP0C","https://master-requester.mturk.com/workers/ADDXPFJWZSP0C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADESHZL4W6NJU","https://master-requester.mturk.com/workers/ADESHZL4W6NJU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"ADFK3HW4HAH48","https://master-requester.mturk.com/workers/ADFK3HW4HAH48","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"ADGE1P244LWYU","https://master-requester.mturk.com/workers/ADGE1P244LWYU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ADGH08WUP68ZF","https://master-requester.mturk.com/workers/ADGH08WUP68ZF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"ADHKT1DWBG085","https://master-requester.mturk.com/workers/ADHKT1DWBG085","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADI6PGLLK3CU3","https://master-requester.mturk.com/workers/ADI6PGLLK3CU3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADIAEAPYRI8CK","https://master-requester.mturk.com/workers/ADIAEAPYRI8CK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","1","","Never Blocked","",""
"ADIVFQUHHFMRG","https://master-requester.mturk.com/workers/ADIVFQUHHFMRG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ADJ6HSU1QWJKA","https://master-requester.mturk.com/workers/ADJ6HSU1QWJKA","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ADKBTSKPX195Q","https://master-requester.mturk.com/workers/ADKBTSKPX195Q","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"ADKV1SDIO7SHC","https://master-requester.mturk.com/workers/ADKV1SDIO7SHC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"ADKYBMRKXK815","https://master-requester.mturk.com/workers/ADKYBMRKXK815","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ADKZ78EVATAIZ","https://master-requester.mturk.com/workers/ADKZ78EVATAIZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","1","","","","Never Blocked","",""
"ADLF8HVS3C7IL","https://master-requester.mturk.com/workers/ADLF8HVS3C7IL","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","","","","","","","Never Blocked","",""
"ADLUCC0705CJQ","https://master-requester.mturk.com/workers/ADLUCC0705CJQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ADM2RD1J25EUC","https://master-requester.mturk.com/workers/ADM2RD1J25EUC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ADMPIBL7UKJUS","https://master-requester.mturk.com/workers/ADMPIBL7UKJUS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADMU7SZUS3D5A","https://master-requester.mturk.com/workers/ADMU7SZUS3D5A","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"ADNTV1IOY0PSJ","https://master-requester.mturk.com/workers/ADNTV1IOY0PSJ","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ADO4WN8SKYVYQ","https://master-requester.mturk.com/workers/ADO4WN8SKYVYQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ADOVF9SBJJK33","https://master-requester.mturk.com/workers/ADOVF9SBJJK33","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADQ5G2XTCJBVY","https://master-requester.mturk.com/workers/ADQ5G2XTCJBVY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ADR2ZTYUVBADU","https://master-requester.mturk.com/workers/ADR2ZTYUVBADU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ADRBQQAQZVRCZ","https://master-requester.mturk.com/workers/ADRBQQAQZVRCZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADRZ8G4GDBSX5","https://master-requester.mturk.com/workers/ADRZ8G4GDBSX5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"ADSP7ZS3U74ZT","https://master-requester.mturk.com/workers/ADSP7ZS3U74ZT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADTNOFJHTTB1L","https://master-requester.mturk.com/workers/ADTNOFJHTTB1L","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ADU1Y3482GTOM","https://master-requester.mturk.com/workers/ADU1Y3482GTOM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADU7XJYUJLGNA","https://master-requester.mturk.com/workers/ADU7XJYUJLGNA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"ADU7Y6SU072IX","https://master-requester.mturk.com/workers/ADU7Y6SU072IX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ADUE4QV4B9938","https://master-requester.mturk.com/workers/ADUE4QV4B9938","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ADVCIFLB5A9B","https://master-requester.mturk.com/workers/ADVCIFLB5A9B","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"ADVPCS9S2C1VI","https://master-requester.mturk.com/workers/ADVPCS9S2C1VI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"ADWFYAZ4C2E50","https://master-requester.mturk.com/workers/ADWFYAZ4C2E50","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADXHWQLUQBK77","https://master-requester.mturk.com/workers/ADXHWQLUQBK77","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","1","","Never Blocked","",""
"ADXMFXSMYHTEK","https://master-requester.mturk.com/workers/ADXMFXSMYHTEK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"ADXT7OXLFSVTM","https://master-requester.mturk.com/workers/ADXT7OXLFSVTM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"ADY38QDFZHB5Q","https://master-requester.mturk.com/workers/ADY38QDFZHB5Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ADY44EV3GCW85","https://master-requester.mturk.com/workers/ADY44EV3GCW85","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"ADYMIMV1PE14V","https://master-requester.mturk.com/workers/ADYMIMV1PE14V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"ADYTZ66TJ0EYL","https://master-requester.mturk.com/workers/ADYTZ66TJ0EYL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"ADYYCYVBZE1V5","https://master-requester.mturk.com/workers/ADYYCYVBZE1V5","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"ADZ16EQ74XHJ7","https://master-requester.mturk.com/workers/ADZ16EQ74XHJ7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"AE03LUY7RH400","https://master-requester.mturk.com/workers/AE03LUY7RH400","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AE1HEITQW5XA2","https://master-requester.mturk.com/workers/AE1HEITQW5XA2","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AE1SMT7ZNFLFW","https://master-requester.mturk.com/workers/AE1SMT7ZNFLFW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AE1YA7Q3UKPRI","https://master-requester.mturk.com/workers/AE1YA7Q3UKPRI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"AE2QWV0TZNJAN","https://master-requester.mturk.com/workers/AE2QWV0TZNJAN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","1","","Never Blocked","",""
"AE2TB9H8K6Z1D","https://master-requester.mturk.com/workers/AE2TB9H8K6Z1D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"AE4P5KVUE9HST","https://master-requester.mturk.com/workers/AE4P5KVUE9HST","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"AE5PTXVFGRXAJ","https://master-requester.mturk.com/workers/AE5PTXVFGRXAJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"AE5RV81IULP3O","https://master-requester.mturk.com/workers/AE5RV81IULP3O","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","1","","Never Blocked","",""
"AE5XS58ITVT84","https://master-requester.mturk.com/workers/AE5XS58ITVT84","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","1","","","","Never Blocked","",""
"AE60SK1Y79RGK","https://master-requester.mturk.com/workers/AE60SK1Y79RGK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"AE646CIHBMUMX","https://master-requester.mturk.com/workers/AE646CIHBMUMX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"AE73DZ1B5ELB","https://master-requester.mturk.com/workers/AE73DZ1B5ELB","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AE7E5KJS6TTHW","https://master-requester.mturk.com/workers/AE7E5KJS6TTHW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"AE8N3TPVXBUM8","https://master-requester.mturk.com/workers/AE8N3TPVXBUM8","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AE8VCMPRGG0QI","https://master-requester.mturk.com/workers/AE8VCMPRGG0QI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AEASOIPE6YBHK","https://master-requester.mturk.com/workers/AEASOIPE6YBHK","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AEAV488O99L0H","https://master-requester.mturk.com/workers/AEAV488O99L0H","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AEBMA5BAWFBMJ","https://master-requester.mturk.com/workers/AEBMA5BAWFBMJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"AEBW6MT7FS2N","https://master-requester.mturk.com/workers/AEBW6MT7FS2N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"AECD9PQM7FPF0","https://master-requester.mturk.com/workers/AECD9PQM7FPF0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AECDIRXC7CBY2","https://master-requester.mturk.com/workers/AECDIRXC7CBY2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AECKWX9PFTHOM","https://master-requester.mturk.com/workers/AECKWX9PFTHOM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"AECQ7QG4CQP69","https://master-requester.mturk.com/workers/AECQ7QG4CQP69","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","1","","","","Never Blocked","",""
"AEDA6BS6YH350","https://master-requester.mturk.com/workers/AEDA6BS6YH350","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AEDJXOPWQULR4","https://master-requester.mturk.com/workers/AEDJXOPWQULR4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"AEE2QP7BPVOT9","https://master-requester.mturk.com/workers/AEE2QP7BPVOT9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"AEE31J96LD6TW","https://master-requester.mturk.com/workers/AEE31J96LD6TW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"AEEQO4UXXDHV0","https://master-requester.mturk.com/workers/AEEQO4UXXDHV0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"AEEYAK68C6XJW","https://master-requester.mturk.com/workers/AEEYAK68C6XJW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","1","","Never Blocked","",""
"AEEYCRN6WP4JV","https://master-requester.mturk.com/workers/AEEYCRN6WP4JV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","Never Blocked","",""
"AEG3HWIJEY9YJ","https://master-requester.mturk.com/workers/AEG3HWIJEY9YJ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"AEGJR6BE1ZRK0","https://master-requester.mturk.com/workers/AEGJR6BE1ZRK0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
